ID,Energy,StrokeDensity_%,Contrast
h_cua_p.lac_c.arq_o.estr_n.abul_b.gra.lab.del_m.cua.jpg,5956.457084117948,9.968560606060606,-22.225698904025705
h_cua_p.lac_c.rec_o.peq_n.resp_b.med.lab.del_m.sob.jpg,6040.959599281637,9.567424242424243,-22.954955913935606
h_cua_p.lac_c.sobres_o.asia_n.cha_b.peq.lab.del_m.red.jpg,6996.755008776633,10.043560606060606,-25.866477052645195
h_cua_p.red_c.tria_o.alm_n.agui_b.gra.lab.gru_m.redu.jpg,7673.061971850272,8.159469696969698,-36.73486322849996
h_cua_p.riz_c.rot_o.prom_n.resp_b.peq.lab.gru_m.alar.jpg,5595.077583086897,6.335227272727273,-35.67265177882868
h_ov_p.lac_c_arq_o.prom_n.cha_b.gra.lab.del_m.red.jpg,6274.616955847276,9.453030303030303,-24.143897126347554
h_ov_p.lac_c_rec_o.peq_n.agui_b.peq.lab.del_m.alar.jpg,5975.416872608551,8.807954545454546,-24.727456416661227
h_ov_p.riz_c_rot_o.estr_n.resp_b.peq.lab.gru_m.sob.jpg,6104.9877982782,7.049242424242425,-35.623698975798305
h_ov_p.riz_c_sobres_o.asia_n.abul_b.med.lab.gru_m.cua.jpg,7494.060493711148,7.454924242424242,-41.37595627651254
h_ov_p.riz_c_tri_o.alm_n.rec_b.gra.lab.gru_m.redu.jpg,7504.660464285018,7.816287878787878,-37.922791579580945
h_rec_p.lac_c.rot_o.peq_n.abul_b.gra.lab.del_m.sob.jpg,5848.171740068207,9.497348484848485,-22.76700698681708
h_rec_p.lac_c.sobres_o.estr_n.rec_b.peq.lab.del_m.cua.jpg,7167.622154625492,9.761742424242424,-27.51718650993243
h_rec_p.lac_c.tria_o.asi_n.cha_b.med.lab.del_m.redu.jpg,6617.915037419317,9.894318181818182,-24.498298519548342
h_rec_p.riz_c.arq_o.alm_n.agui_b.peq.lab.gru_m.red.jpg,7238.8199927650085,7.481439393939395,-38.42525700368793
h_rec_p.riz_c.rec_o.prom_n.resp_b.med.lab.gru_m.alar.jpg,6873.864506630451,6.435227272727273,-42.973008188962126
h_red_p.lac_c.arq_o.peq_n.agui_b.peq.lab.del_m_alar.jpg,5513.728910773404,8.728409090909091,-23.527634051235623
h_red_p.lac_c.rec_o.peq_n.resp_b.med.lab.del_m_red.jpg,5884.56929508295,8.80530303030303,-24.51616418389642
h_red_p.riz_c.rot_o.peq_n.abul_b.med.lab.gru_m_cua.jpg,6137.018947464477,6.9363636363636365,-35.02706125314964
h_red_p.riz_c.sobres_o.peq_n.rec_b.gra.lab.gru_m_sob.jpg,5396.418960699521,6.8700757575757585,-32.736944102241694
h_red_p.riz_c.tri_o.peq_n.cha_b.peq.lab.gru_m_redu.jpg,5592.308838046489,7.370833333333334,-30.263711101086642
h_tri_p.lac_c.arq_o.asia_n.cha_b.gra.lab.del_m.cua.jpg,6367.616285876198,9.41098484848485,-24.94226411356354
h_tri_p.lacio_c.rot_o.peq_n.abul_b.peq.lab.del_m.red.jpg,5816.539430145292,9.76780303030303,-21.14331199065478
h_tri_p.lacio_c.tri_o.estr_n.rec_b.med.lab.del_m.redu.jpg,6868.9022689884105,10.003409090909091,-25.3978709183352
h_tri_p.riz_c.rec_o.alm_n.agui_b.med.lab.gru_m.sob.jpg,6324.09230553708,7.418939393939395,-33.42459161126351
h_tri_p.riz_c.sobres_o.prom_n.resp_b.gra.lab.gru_m.alar.jpg,5149.099376809322,6.343181818181819,-33.94152919197248
m_cua_p.lac_c.arq_o.estr_n.abul_b.gra.lab.del_m.cua.jpg,6650.934130861139,7.756818181818181,-32.68483772972675
m_cua_p.lac_c.rec_o.peq_n.rec_b.med.lab.del_m.sob.jpg,6669.090527501838,7.7303030303030305,-33.00382378788939
m_cua_p.lac_c.sobres_o.asia_n.cha_b.peq.lab.del_m.red.jpg,7217.568505167852,7.5,-37.147777777777776
m_cua_p.riz_c.rot_o.prom_n.res_b.peq.lab.gru_m.alar.jpg,8950.347428144967,8.119318181818182,-44.57744719706551
m_cua_p.riz_c.tria_o.alm_n.agui_b.gra.lab.gru_m.redu.jpg,8949.66472261666,7.676515151515151,-47.28294947800731
m_ov_p.lac_c.arq_o.prom_n.cha_b.gra.lab.del_m.red.jpg,7399.130528000964,7.988257575757577,-34.06869793657174
m_ov_p.lac_c.rec_o.peq_n.agui_b.peq.lab.del_m.alar.jpg,6899.391802605361,7.743181818181818,-33.88888253074643
m_ov_p.riz_c.rot_o.estr_n.resp_b.peq.lab.gru_m.sob.jpg,8740.799774278863,7.5026515151515145,-47.52698372190201
m_ov_p.riz_c.sobres_o.asia_n.abul_b.med.lab.gru_m.cua.jpg,8763.052014315377,7.643560606060607,-47.33402872984888
m_ov_p.riz_c.tria_o.alm_n.rec_b.gra.lab.gru_m.redu.jpg,8917.181653017331,7.737878787878788,-46.75489737941845
m_rec_p.lac_c.rot_o.peq-n.abul_b.gra.lab.del_m.sob.jpg,6923.2000355437285,7.868181818181819,-32.219564772165995
m_rec_p.lac_c.sobres_o.estr-n.rec_b.peq.lab.del_m.cua.jpg,6992.715146109861,7.815909090909091,-34.01830133602357
m_rec_p.lac_c.tria_o.asia-n.cha_b.med.lab.del_m.redu.jpg,6709.969032620072,7.428409090909091,-33.673270446847084
m_rec_p.riz_c.arq_o.alm-n.agui_b.peq.lab.gru_m.red.jpg,8887.095133047389,7.698863636363637,-46.93697548720641
m_rec_p.riz_c.rec_o.prom-n.resp_b.med.lab.gru_m.alar.jpg,9225.091889537336,7.939772727272727,-47.57274007892241
m_red_p.lac_c.arq_o.peq_n.agui_b.peq.lab.del_m.alar.jpg,6767.230724274392,7.685227272727273,-32.92688034042118
m_red_p.lac_c.rec_o.peq_n.resp_b.med.lab.del_m.red.jpg,6663.479024238975,7.151136363636364,-35.40993863476214
m_red_p.riz_c.rot_o.peq_n.abul_b.med.lab.gru_m.cua.jpg,8682.972994424303,7.886742424242424,-45.08259166448812
m_red_p.riz_c.sobres_o.peq_n.rec_b.gra.lab.gru_m.sob.jpg,9150.306886621998,7.87121212121212,-47.56592441290772
m_red_p.riz_c.tria_o.peq_n.cha_b.peq.lab.gru_m.redu.jpg,8769.371622633558,7.741666666666666,-46.24079638130701
m_tria_p.lac_c.arq_o.asia_n.cha_b.gra.lab.del_m.cua.jpg,6756.523249081224,8.026136363636363,-32.069799434573724
m_tria_p.lac_c.rot_o.peq_n.abul_b.peq.lab.del_m.red.jpg,6974.884685682566,7.715909090909092,-34.552207368944806
m_tria_p.lac_c.tria_o.estr_n.rec_b.med.lab.del_m.redu.jpg,6705.107997713215,7.454924242424242,-34.77715661336032
m_tria_p.riz_c.rec_o.alm_n.agui_b.med.lab.gru_m.sob.jpg,8861.992219923584,7.6462121212121215,-47.25285899076201
m_tria_p.riz_c.sob_o.prom_n.resp_b.gra.lab.gru_m.alar.jpg,9570.196695889264,8.011742424242424,-48.59921542839902
